КодЗаказа,КодКлиента,КодСотрудника,ДатаРазмещения,ДатаНазначения,ДатаИсполнения,Доставка,СтоимостьДоставки,НазваниеПолучателя,АдресПолучателя,ГородПолучателя,ОбластьПолучателя,ИндексПолучателя,СтранаПолучателя
10815,"SAVEA",2,"01/05/98 00:00:00","02/02/98 00:00:00","01/14/98 00:00:00",3,14.6200,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10816,"GREAL",4,"01/06/98 00:00:00","02/03/98 00:00:00","02/04/98 00:00:00",2,719.7800,"Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
10817,"KOENE",3,"01/06/98 00:00:00","01/20/98 00:00:00","01/13/98 00:00:00",2,306.0700,"Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10818,"MAGAA",7,"01/07/98 00:00:00","02/04/98 00:00:00","01/12/98 00:00:00",3,65.4800,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10819,"CACTU",2,"01/07/98 00:00:00","02/04/98 00:00:00","01/16/98 00:00:00",3,19.7600,"Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10820,"RATTC",3,"01/07/98 00:00:00","02/04/98 00:00:00","01/13/98 00:00:00",2,37.5200,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10821,"SPLIR",1,"01/08/98 00:00:00","02/05/98 00:00:00","01/15/98 00:00:00",1,36.6800,"Split Rail Beer & Ale","P.O. Box 555","Лендер","WY","82520","США"
10822,"TRAIH",6,"01/08/98 00:00:00","02/05/98 00:00:00","01/16/98 00:00:00",3,7.0000,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Керкленд","WA","98034","США"
10823,"LILAS",5,"01/09/98 00:00:00","02/06/98 00:00:00","01/13/98 00:00:00",2,163.9700,"LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10824,"FOLKO",8,"01/09/98 00:00:00","02/06/98 00:00:00","01/30/98 00:00:00",1,1.2300,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10825,"DRACD",1,"01/09/98 00:00:00","02/06/98 00:00:00","01/14/98 00:00:00",1,79.2500,"Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
10826,"BLONP",6,"01/12/98 00:00:00","02/09/98 00:00:00","02/06/98 00:00:00",1,7.0900,"Blondel pere et fils","24, place Kleber","Страсбург",,"67000","Франция"
10827,"BONAP",1,"01/12/98 00:00:00","01/26/98 00:00:00","02/06/98 00:00:00",2,63.5400,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10828,"RANCH",9,"01/13/98 00:00:00","01/27/98 00:00:00","02/04/98 00:00:00",1,90.8500,"Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
10829,"ISLAT",9,"01/13/98 00:00:00","02/10/98 00:00:00","01/23/98 00:00:00",1,154.7200,"Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10830,"TRADH",4,"01/13/98 00:00:00","02/24/98 00:00:00","01/21/98 00:00:00",2,81.8300,"Tradicao Hipermercados","Av. Ines de Castro, 414","Сан-Пауло","SP","05634-030","Бразилия"
10831,"SANTG",3,"01/14/98 00:00:00","02/11/98 00:00:00","01/23/98 00:00:00",2,72.1900,"Sante Gourmet","Erling Skakkes gate 78","Ставерен",,"4110","Норвегия"
10832,"LAMAI",2,"01/14/98 00:00:00","02/11/98 00:00:00","01/19/98 00:00:00",2,43.2600,"La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
10833,"OTTIK",6,"01/15/98 00:00:00","02/12/98 00:00:00","01/23/98 00:00:00",2,71.4900,"Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
10834,"TRADH",1,"01/15/98 00:00:00","02/12/98 00:00:00","01/19/98 00:00:00",3,29.7800,"Tradicao Hipermercados","Av. Ines de Castro, 414","Сан-Пауло","SP","05634-030","Бразилия"
10835,"BLONP",1,"01/15/98 00:00:00","02/12/98 00:00:00","01/21/98 00:00:00",3,69.5300,"Blondel pere et fils","24, place Kleber","Страсбург",,"67000","Франция"
10836,"ERNSH",7,"01/16/98 00:00:00","02/13/98 00:00:00","01/21/98 00:00:00",1,411.8800,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10837,"BERGS",9,"01/16/98 00:00:00","02/13/98 00:00:00","01/23/98 00:00:00",3,13.3200,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10838,"LINOD",3,"01/19/98 00:00:00","02/16/98 00:00:00","01/23/98 00:00:00",3,59.2800,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10839,"TRADH",3,"01/19/98 00:00:00","02/16/98 00:00:00","01/22/98 00:00:00",3,35.4300,"Tradicao Hipermercados","Av. Ines de Castro, 414","Сан-Пауло","SP","05634-030","Бразилия"
10840,"LINOD",4,"01/19/98 00:00:00","03/02/98 00:00:00","02/16/98 00:00:00",2,2.7100,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10841,"SUPRD",5,"01/20/98 00:00:00","02/17/98 00:00:00","01/29/98 00:00:00",2,424.3000,"Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10842,"TORTU",1,"01/20/98 00:00:00","02/17/98 00:00:00","01/29/98 00:00:00",3,54.4200,"Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
10843,"VICTE",4,"01/21/98 00:00:00","02/18/98 00:00:00","01/26/98 00:00:00",2,9.2600,"Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
10844,"PICCO",8,"01/21/98 00:00:00","02/18/98 00:00:00","01/26/98 00:00:00",2,25.2200,"Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
10845,"QUICK",8,"01/21/98 00:00:00","02/04/98 00:00:00","01/30/98 00:00:00",1,212.9800,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10846,"SUPRD",2,"01/22/98 00:00:00","03/05/98 00:00:00","01/23/98 00:00:00",3,56.4600,"Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10847,"SAVEA",4,"01/22/98 00:00:00","02/05/98 00:00:00","02/10/98 00:00:00",3,487.5700,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10848,"CONSH",7,"01/23/98 00:00:00","02/20/98 00:00:00","01/29/98 00:00:00",2,38.2400,"Consolidated Holdings","Berkeley Gardens
12  Brewery ","Лондон",,"WX1 6LT","Великобритания"
10849,"KOENE",9,"01/23/98 00:00:00","02/20/98 00:00:00","01/30/98 00:00:00",2,0.5600,"Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10850,"VICTE",1,"01/23/98 00:00:00","03/06/98 00:00:00","01/30/98 00:00:00",1,49.1900,"Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
10851,"RICAR",5,"01/26/98 00:00:00","02/23/98 00:00:00","02/02/98 00:00:00",1,160.5500,"Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
10852,"RATTC",8,"01/26/98 00:00:00","02/09/98 00:00:00","01/30/98 00:00:00",1,174.0500,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10853,"BLAUS",9,"01/27/98 00:00:00","02/24/98 00:00:00","02/03/98 00:00:00",2,53.8300,"Blauer See Delikatessen","Forsterstr. 57","Мангейм",,"68306","Германия"
10854,"ERNSH",3,"01/27/98 00:00:00","02/24/98 00:00:00","02/05/98 00:00:00",2,100.2200,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10855,"OLDWO",3,"01/27/98 00:00:00","02/24/98 00:00:00","02/04/98 00:00:00",1,170.9700,"Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10856,"ANTON",3,"01/28/98 00:00:00","02/25/98 00:00:00","02/10/98 00:00:00",2,58.4300,"Antonio Moreno Taqueria","Mataderos  2312","Мехико",,"05023","Мексика"
10857,"BERGS",8,"01/28/98 00:00:00","02/25/98 00:00:00","02/06/98 00:00:00",2,188.8500,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10858,"LACOR",2,"01/29/98 00:00:00","02/26/98 00:00:00","02/03/98 00:00:00",1,52.5100,"La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10859,"FRANK",1,"01/29/98 00:00:00","02/26/98 00:00:00","02/02/98 00:00:00",2,76.1000,"Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10860,"FRANR",3,"01/29/98 00:00:00","02/26/98 00:00:00","02/04/98 00:00:00",3,19.2600,"France restauration","54, rue Royale","Нант",,"44000","Франция"
10861,"WHITC",4,"01/30/98 00:00:00","02/27/98 00:00:00","02/17/98 00:00:00",2,14.9300,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10862,"LEHMS",8,"01/30/98 00:00:00","03/13/98 00:00:00","02/02/98 00:00:00",2,53.2300,"Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10863,"HILAA",4,"02/02/98 00:00:00","03/02/98 00:00:00","02/17/98 00:00:00",2,30.2600,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10864,"AROUT",4,"02/02/98 00:00:00","03/02/98 00:00:00","02/09/98 00:00:00",2,3.0400,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10865,"QUICK",2,"02/02/98 00:00:00","02/16/98 00:00:00","02/12/98 00:00:00",1,348.1400,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10866,"BERGS",5,"02/03/98 00:00:00","03/03/98 00:00:00","02/12/98 00:00:00",1,109.1100,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10867,"LONEP",6,"02/03/98 00:00:00","03/17/98 00:00:00","02/11/98 00:00:00",1,1.9300,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Портленд","OR","97219","США"
10868,"QUEEN",7,"02/04/98 00:00:00","03/04/98 00:00:00","02/23/98 00:00:00",2,191.2700,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10869,"SEVES",5,"02/04/98 00:00:00","03/04/98 00:00:00","02/09/98 00:00:00",1,143.2800,"Seven Seas Imports","90 Wadhurst Rd.","Лондон",,"OX15 4NB","Великобритания"
10870,"WOLZA",5,"02/04/98 00:00:00","03/04/98 00:00:00","02/13/98 00:00:00",3,12.0400,"Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10871,"BONAP",9,"02/05/98 00:00:00","03/05/98 00:00:00","02/10/98 00:00:00",2,112.2700,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10872,"GODOS",5,"02/05/98 00:00:00","03/05/98 00:00:00","02/09/98 00:00:00",2,175.3200,"Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10873,"WILMK",4,"02/06/98 00:00:00","03/06/98 00:00:00","02/09/98 00:00:00",1,0.8200,"Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10874,"GODOS",5,"02/06/98 00:00:00","03/06/98 00:00:00","02/11/98 00:00:00",2,19.5800,"Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10875,"BERGS",4,"02/06/98 00:00:00","03/06/98 00:00:00","03/03/98 00:00:00",2,32.3700,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10876,"BONAP",7,"02/09/98 00:00:00","03/09/98 00:00:00","02/12/98 00:00:00",3,60.4200,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10877,"RICAR",1,"02/09/98 00:00:00","03/09/98 00:00:00","02/19/98 00:00:00",1,38.0600,"Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
10878,"QUICK",4,"02/10/98 00:00:00","03/10/98 00:00:00","02/12/98 00:00:00",1,46.6900,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10879,"WILMK",3,"02/10/98 00:00:00","03/10/98 00:00:00","02/12/98 00:00:00",3,8.5000,"Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10880,"FOLKO",7,"02/10/98 00:00:00","03/24/98 00:00:00","02/18/98 00:00:00",1,88.0100,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10881,"CACTU",4,"02/11/98 00:00:00","03/11/98 00:00:00","02/18/98 00:00:00",1,2.8400,"Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10882,"SAVEA",4,"02/11/98 00:00:00","03/11/98 00:00:00","02/20/98 00:00:00",3,23.1000,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10883,"LONEP",8,"02/12/98 00:00:00","03/12/98 00:00:00","02/20/98 00:00:00",3,0.5300,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Портленд","OR","97219","США"
10884,"LETSS",4,"02/12/98 00:00:00","03/12/98 00:00:00","02/13/98 00:00:00",2,90.9700,"Let's Stop N Shop","87 Polk St.
Suite 5","Сан-Франциско","CA","94117","США"
10885,"SUPRD",6,"02/12/98 00:00:00","03/12/98 00:00:00","02/18/98 00:00:00",3,5.6400,"Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10886,"HANAR",1,"02/13/98 00:00:00","03/13/98 00:00:00","03/02/98 00:00:00",1,4.9900,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10887,"GALED",8,"02/13/98 00:00:00","03/13/98 00:00:00","02/16/98 00:00:00",3,1.2500,"Galeria del gastronomo","Rambla de Cataluna, 23","Барселона",,"8022","Испания"
10888,"GODOS",1,"02/16/98 00:00:00","03/16/98 00:00:00","02/23/98 00:00:00",2,51.8700,"Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10889,"RATTC",9,"02/16/98 00:00:00","03/16/98 00:00:00","02/23/98 00:00:00",3,280.6100,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10890,"DUMON",7,"02/16/98 00:00:00","03/16/98 00:00:00","02/18/98 00:00:00",1,32.7600,"Du monde entier","67, rue des Cinquante Otages","Нант",,"44000","Франция"
10891,"LEHMS",7,"02/17/98 00:00:00","03/17/98 00:00:00","02/19/98 00:00:00",2,20.3700,"Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10892,"MAISD",4,"02/17/98 00:00:00","03/17/98 00:00:00","02/19/98 00:00:00",2,120.2700,"Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10893,"KOENE",9,"02/18/98 00:00:00","03/18/98 00:00:00","02/20/98 00:00:00",2,77.7800,"Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10894,"SAVEA",1,"02/18/98 00:00:00","03/18/98 00:00:00","02/20/98 00:00:00",1,116.1300,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10895,"ERNSH",3,"02/18/98 00:00:00","03/18/98 00:00:00","02/23/98 00:00:00",1,162.7500,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10896,"MAISD",7,"02/19/98 00:00:00","03/19/98 00:00:00","02/27/98 00:00:00",3,32.4500,"Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10897,"HUNGO",3,"02/19/98 00:00:00","03/19/98 00:00:00","02/25/98 00:00:00",2,603.5400,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10898,"OCEAN",4,"02/20/98 00:00:00","03/20/98 00:00:00","03/06/98 00:00:00",2,1.2700,"Oceano Atlantico Ltda.","Ing. Gustavo Moncada 8585
Piso 20-A","Буэнос-Айрес",,"1010","Аргентина"
10899,"LILAS",5,"02/20/98 00:00:00","03/20/98 00:00:00","02/26/98 00:00:00",3,1.2100,"LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10900,"WELLI",1,"02/20/98 00:00:00","03/20/98 00:00:00","03/04/98 00:00:00",2,1.6600,"Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10901,"HILAA",4,"02/23/98 00:00:00","03/23/98 00:00:00","02/26/98 00:00:00",1,62.0900,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10902,"FOLKO",1,"02/23/98 00:00:00","03/23/98 00:00:00","03/03/98 00:00:00",1,44.1500,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10903,"HANAR",3,"02/24/98 00:00:00","03/24/98 00:00:00","03/04/98 00:00:00",3,36.7100,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10904,"WHITC",3,"02/24/98 00:00:00","03/24/98 00:00:00","02/27/98 00:00:00",3,162.9500,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10905,"WELLI",9,"02/24/98 00:00:00","03/24/98 00:00:00","03/06/98 00:00:00",2,13.7200,"Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10906,"WOLZA",4,"02/25/98 00:00:00","03/11/98 00:00:00","03/03/98 00:00:00",3,26.2900,"Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10907,"SPECD",6,"02/25/98 00:00:00","03/25/98 00:00:00","02/27/98 00:00:00",3,9.1900,"Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
10908,"REGGC",4,"02/26/98 00:00:00","03/26/98 00:00:00","03/06/98 00:00:00",2,32.9600,"Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10909,"SANTG",1,"02/26/98 00:00:00","03/26/98 00:00:00","03/10/98 00:00:00",2,53.0500,"Sante Gourmet","Erling Skakkes gate 78","Ставерен",,"4110","Норвегия"
10910,"WILMK",1,"02/26/98 00:00:00","03/26/98 00:00:00","03/04/98 00:00:00",3,38.1100,"Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10911,"GODOS",3,"02/26/98 00:00:00","03/26/98 00:00:00","03/05/98 00:00:00",1,38.1900,"Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10912,"HUNGO",2,"02/26/98 00:00:00","03/26/98 00:00:00","03/18/98 00:00:00",2,580.9100,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10913,"QUEEN",4,"02/26/98 00:00:00","03/26/98 00:00:00","03/04/98 00:00:00",1,33.0500,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10914,"QUEEN",6,"02/27/98 00:00:00","03/27/98 00:00:00","03/02/98 00:00:00",1,21.1900,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10915,"TORTU",2,"02/27/98 00:00:00","03/27/98 00:00:00","03/02/98 00:00:00",2,3.5100,"Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
10916,"RANCH",1,"02/27/98 00:00:00","03/27/98 00:00:00","03/09/98 00:00:00",2,63.7700,"Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
10917,"ROMEY",4,"03/02/98 00:00:00","03/30/98 00:00:00","03/11/98 00:00:00",2,8.2900,"Romero y tomillo","Gran Via, 1","Мадрид",,"28001","Испания"
10918,"BOTTM",3,"03/02/98 00:00:00","03/30/98 00:00:00","03/11/98 00:00:00",3,48.8300,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10919,"LINOD",2,"03/02/98 00:00:00","03/30/98 00:00:00","03/04/98 00:00:00",2,19.8000,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10920,"AROUT",4,"03/03/98 00:00:00","03/31/98 00:00:00","03/09/98 00:00:00",2,29.6100,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10921,"VAFFE",1,"03/03/98 00:00:00","04/14/98 00:00:00","03/09/98 00:00:00",1,176.4800,"Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10922,"HANAR",5,"03/03/98 00:00:00","03/31/98 00:00:00","03/05/98 00:00:00",3,62.7400,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10923,"LAMAI",7,"03/03/98 00:00:00","04/14/98 00:00:00","03/13/98 00:00:00",3,68.2600,"La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
10924,"BERGS",3,"03/04/98 00:00:00","04/01/98 00:00:00","04/08/98 00:00:00",2,151.5200,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10925,"HANAR",3,"03/04/98 00:00:00","04/01/98 00:00:00","03/13/98 00:00:00",1,2.2700,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10926,"ANATR",4,"03/04/98 00:00:00","04/01/98 00:00:00","03/11/98 00:00:00",3,39.9200,"Ana Trujillo Emparedados y helados","Avda. de la Constitucion 2222","Мехико",,"05021","Мексика"
10927,"LACOR",4,"03/05/98 00:00:00","04/02/98 00:00:00","04/08/98 00:00:00",1,19.7900,"La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10928,"GALED",1,"03/05/98 00:00:00","04/02/98 00:00:00","03/18/98 00:00:00",1,1.3600,"Galeria del gastronomo","Rambla de Cataluna, 23","Барселона",,"8022","Испания"
10929,"FRANK",6,"03/05/98 00:00:00","04/02/98 00:00:00","03/12/98 00:00:00",1,33.9300,"Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10930,"SUPRD",4,"03/06/98 00:00:00","04/17/98 00:00:00","03/18/98 00:00:00",3,15.5500,"Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10931,"RICSU",4,"03/06/98 00:00:00","03/20/98 00:00:00","03/19/98 00:00:00",2,13.6000,"Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10932,"BONAP",8,"03/06/98 00:00:00","04/03/98 00:00:00","03/24/98 00:00:00",1,134.6400,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10933,"ISLAT",6,"03/06/98 00:00:00","04/03/98 00:00:00","03/16/98 00:00:00",3,54.1500,"Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10934,"LEHMS",3,"03/09/98 00:00:00","04/06/98 00:00:00","03/12/98 00:00:00",3,32.0100,"Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10935,"WELLI",4,"03/09/98 00:00:00","04/06/98 00:00:00","03/18/98 00:00:00",3,47.5900,"Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10936,"GREAL",3,"03/09/98 00:00:00","04/06/98 00:00:00","03/18/98 00:00:00",2,33.6800,"Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
10937,"CACTU",7,"03/10/98 00:00:00","03/24/98 00:00:00","03/13/98 00:00:00",3,31.5100,"Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10938,"QUICK",3,"03/10/98 00:00:00","04/07/98 00:00:00","03/16/98 00:00:00",2,31.8900,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10939,"MAGAA",2,"03/10/98 00:00:00","04/07/98 00:00:00","03/13/98 00:00:00",2,76.3300,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10940,"BONAP",8,"03/11/98 00:00:00","04/08/98 00:00:00","03/23/98 00:00:00",3,19.7700,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10941,"SAVEA",7,"03/11/98 00:00:00","04/08/98 00:00:00","03/20/98 00:00:00",2,400.8100,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10942,"REGGC",9,"03/11/98 00:00:00","04/08/98 00:00:00","03/18/98 00:00:00",3,17.9500,"Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10943,"BSBEV",4,"03/11/98 00:00:00","04/08/98 00:00:00","03/19/98 00:00:00",2,2.1700,"B's Beverages","Fauntleroy Circus","Лондон",,"EC2 5NT","Великобритания"
10944,"BOTTM",6,"03/12/98 00:00:00","03/26/98 00:00:00","03/13/98 00:00:00",3,52.9200,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10945,"MORGK",4,"03/12/98 00:00:00","04/09/98 00:00:00","03/18/98 00:00:00",1,10.2200,"Morgenstern Gesundkost","Heerstr. 22","Лейпциг",,"04179","Германия"
10946,"VAFFE",1,"03/12/98 00:00:00","04/09/98 00:00:00","03/19/98 00:00:00",2,27.2000,"Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10947,"BSBEV",3,"03/13/98 00:00:00","04/10/98 00:00:00","03/16/98 00:00:00",2,3.2600,"B's Beverages","Fauntleroy Circus","Лондон",,"EC2 5NT","Великобритания"
10948,"GODOS",3,"03/13/98 00:00:00","04/10/98 00:00:00","03/19/98 00:00:00",3,23.3900,"Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
10949,"BOTTM",2,"03/13/98 00:00:00","04/10/98 00:00:00","03/17/98 00:00:00",3,74.4400,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10950,"MAGAA",1,"03/16/98 00:00:00","04/13/98 00:00:00","03/23/98 00:00:00",2,2.5000,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10951,"RICSU",9,"03/16/98 00:00:00","04/27/98 00:00:00","04/07/98 00:00:00",2,30.8500,"Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10952,"ALFKI",1,"03/16/98 00:00:00","04/27/98 00:00:00","03/24/98 00:00:00",1,40.4200,"Alfreds Futterkiste","Obere Str. 57","Берлин",,"12209","Германия"
10953,"AROUT",9,"03/16/98 00:00:00","03/30/98 00:00:00","03/25/98 00:00:00",2,23.7200,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10954,"LINOD",5,"03/17/98 00:00:00","04/28/98 00:00:00","03/20/98 00:00:00",1,27.9100,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10955,"FOLKO",8,"03/17/98 00:00:00","04/14/98 00:00:00","03/20/98 00:00:00",2,3.2600,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10956,"BLAUS",6,"03/17/98 00:00:00","04/28/98 00:00:00","03/20/98 00:00:00",2,44.6500,"Blauer See Delikatessen","Forsterstr. 57","Мангейм",,"68306","Германия"
