,КодЗаказа,КодТовара,Цена_x,Количество,Скидка,Марка,КодПоставщика,КодТипа,ЕдиницаИзмерения,Цена_y,НаСкладе,Ожидается,МинимальныйЗапас,ПоставкиПрекращены,Категория,Описание
150,10435,72,278.0,10,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
151,10459,72,278.0,40,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
152,10497,72,278.0,25,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
153,10528,72,348.0,9,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
154,10533,72,348.0,24,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
155,10537,72,348.0,21,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
156,10538,72,348.0,1,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
157,10556,72,348.0,24,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
158,10575,72,348.0,30,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
159,10607,72,348.0,12,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
160,10638,72,348.0,60,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
161,10649,72,348.0,15,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
162,10742,72,348.0,35,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
163,10745,72,348.0,7,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
164,10784,72,348.0,30,0.150000006,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
165,10798,72,348.0,10,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
166,10812,72,348.0,40,0.10000000099999999,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
167,10839,72,348.0,15,0.10000000099999999,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
168,10926,72,348.0,10,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
169,10932,72,348.0,16,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
170,10941,72,348.0,50,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
171,10958,72,348.0,5,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
172,10987,72,348.0,20,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
173,10992,72,348.0,2,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
174,11021,72,348.0,35,0.0,Mishi Kobe Niku,4,6,18 штук по 500 г,4365.0,29,0,0,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
175,10249,6,186.0,9,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
176,10309,6,200.0,30,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
177,10325,6,200.0,6,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
178,10618,6,250.0,70,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
179,10734,6,250.0,30,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
180,10830,6,250.0,6,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
181,10871,6,250.0,50,0.050000000700000005,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
182,10934,6,250.0,20,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
183,10949,6,250.0,12,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
184,10952,6,250.0,16,0.050000000700000005,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
185,10989,6,250.0,40,0.0,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
186,11076,6,250.0,20,0.25,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
187,11077,6,250.0,1,0.0199999996,Sir Rodney's Marmalade,8,3,30 коробок,3645.0,40,0,50,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
188,10249,51,424.0,40,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
189,10291,51,424.0,2,0.10000000099999999,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
190,10335,51,424.0,48,0.200000003,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
191,10362,51,424.0,20,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
192,10397,51,424.0,18,0.150000006,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
193,10472,51,424.0,18,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
194,10484,51,424.0,3,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
195,10486,51,424.0,25,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
196,10537,51,530.0,6,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
197,10549,51,530.0,48,0.150000006,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
198,10555,51,530.0,20,0.200000003,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
199,10558,51,530.0,20,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
200,10561,51,530.0,50,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
201,10567,51,530.0,3,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
202,10634,51,530.0,15,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
203,10663,51,530.0,20,0.050000000700000005,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
204,10665,51,530.0,20,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
205,10709,51,530.0,28,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
206,10716,51,530.0,7,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
207,10731,51,530.0,30,0.050000000700000005,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
208,10762,51,530.0,28,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
209,10776,51,530.0,120,0.050000000700000005,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
210,10800,51,530.0,10,0.10000000099999999,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
211,10802,51,530.0,30,0.25,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
212,10821,51,530.0,6,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
213,10843,51,530.0,4,0.25,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
214,10860,51,530.0,3,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
215,10870,51,530.0,2,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
216,10948,51,530.0,40,0.0,Valkoinen suklaa,23,3,12 банок по 100 г,731.25,65,0,30,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
